Var01,Var02,Var03,Var04,Var05,Var06,Var07,Var08,Var09,Var10,Var11
110001,Leste Rondoniense,28.45,24.18,32.73,37.13,35.34,38.93,0.42,0.39,0.45
110002,Leste Rondoniense,23.73,21.09,26.37,26.44,24.76,28.12,0.44,0.42,0.47
110003,Leste Rondoniense,22.61,18.08,27.14,34.07,34.05,34.1,0.4,0.37,0.44
110004,Leste Rondoniense,28.75,25.54,31.96,31.02,28.8,33.24,0.46,0.43,0.48
110005,Leste Rondoniense,36.15,30.94,41.37,36.28,36.12,36.45,0.44,0.4,0.48
110006,Leste Rondoniense,28.07,23.88,32.25,32.55,31.38,33.73,0.44,0.4,0.47
110007,Leste Rondoniense,24.2,19.46,28.93,35.85,34.17,37.53,0.37,0.33,0.4
110008,Madeira-Guapor⁄,35.68,30.16,41.19,39.16,36.78,41.53,0.41,0.37,0.44
110009,Leste Rondoniense,26.45,22.88,30.02,32.66,29.82,35.5,0.42,0.39,0.45
110010,Madeira-Guapor⁄,35.59,31.52,39.66,37.44,35.73,39.15,0.47,0.45,0.5
110011,Leste Rondoniense,27.73,24.59,30.88,32.39,31.86,32.92,0.43,0.41,0.46
110012,Leste Rondoniense,31.74,27.78,35.69,33.22,31.11,35.32,0.46,0.44,0.49
110013,Leste Rondoniense,28.49,23.44,33.54,38.56,36.14,40.98,0.38,0.35,0.42
110014,Leste Rondoniense,25.29,20.97,29.61,34.3,30.95,37.65,0.4,0.37,0.44
110015,Leste Rondoniense,28.85,25.56,32.15,32.97,32.85,33.09,0.46,0.43,0.48
110018,Leste Rondoniense,28.95,25.41,32.48,30.8,29.4,32.21,0.45,0.43,0.48
110020,Madeira-Guapor⁄,21.89,18.96,24.82,22.71,22.23,23.18,0.47,0.45,0.49
110025,Leste Rondoniense,23.38,19.78,26.99,32.07,30.94,33.2,0.41,0.38,0.44
110026,Leste Rondoniense,21.2,13.6,28.8,31.76,31.48,32.04,0.42,0.34,0.5
110028,Leste Rondoniense,30.57,27.26,33.89,35.13,34.19,36.06,0.44,0.41,0.46
110029,Leste Rondoniense,28.68,24.5,32.86,34.6,32.4,36.79,0.42,0.38,0.45
110030,Leste Rondoniense,31.15,27.16,35.15,32.67,30.55,34.78,0.45,0.42,0.47
110032,Leste Rondoniense,26.77,22.36,31.17,36.07,35.31,36.82,0.38,0.35,0.41
110033,Madeira-Guapor⁄,32.49,26.76,38.22,38.5,32.49,44.52,0.39,0.35,0.43
110034,Leste Rondoniense,30.24,25.52,34.96,37.18,36.68,37.69,0.41,0.37,0.44
110037,Leste Rondoniense,22.43,17.13,27.74,36.39,32.33,40.45,0.38,0.34,0.41
110040,Leste Rondoniense,23.42,18.63,28.21,33.8,26.76,40.84,0.38,0.35,0.41
110045,Madeira-Guapor⁄,39.9,36.01,43.79,45.86,43.85,47.88,0.39,0.36,0.41
110050,Leste Rondoniense,15.24,9.9,20.57,29.5,25.38,33.63,0.37,0.33,0.4
110060,Leste Rondoniense,27.37,20.96,33.78,37.68,37.65,37.71,0.38,0.35,0.42
110070,Madeira-Guapor⁄,24.61,18.68,30.54,37.95,33.24,42.67,0.34,0.31,0.37
110080,Madeira-Guapor⁄,39.63,35.04,44.23,42.85,41.78,43.93,0.42,0.39,0.45
110090,Leste Rondoniense,17.01,10.98,23.03,28.86,23.13,34.6,0.37,0.32,0.41
110092,Leste Rondoniense,24.04,17.76,30.32,34.81,32.83,36.78,0.38,0.34,0.42
110094,Madeira-Guapor⁄,38.33,31.39,45.27,46.13,43,49.25,0.42,0.37,0.46
110100,Leste Rondoniense,24.11,18.24,29.99,38.59,36.33,40.85,0.37,0.34,0.4
110110,Madeira-Guapor⁄,33.3,27.73,38.87,44.53,40.39,48.68,0.41,0.36,0.47
110120,Leste Rondoniense,20.96,17.28,24.65,33.09,30.73,35.46,0.4,0.37,0.43
110130,Leste Rondoniense,30.89,26.85,34.93,40.9,38.93,42.86,0.41,0.38,0.44
110140,Leste Rondoniense,30.84,26.41,35.26,35.27,34.58,35.97,0.43,0.4,0.46
110143,Leste Rondoniense,23.43,18.08,28.79,34.79,28.71,40.87,0.37,0.33,0.4
110145,Leste Rondoniense,27,17.15,36.85,37.38,27.21,47.55,0.36,0.31,0.41
110146,Leste Rondoniense,33.73,24.91,42.55,34.98,34.66,35.3,0.36,0.3,0.42
110147,Leste Rondoniense,21.29,14.74,27.84,31,28.18,33.82,0.38,0.34,0.42
110148,Leste Rondoniense,19.34,14.51,24.17,32.73,31.57,33.9,0.38,0.34,0.41
110149,Madeira-Guapor⁄,32.28,27.15,37.41,40.37,36.86,43.88,0.39,0.36,0.42
110150,Leste Rondoniense,32.09,27.18,37.01,43.53,40.6,46.46,0.39,0.36,0.43
110155,Leste Rondoniense,24.25,18.12,30.38,32.49,27.58,37.4,0.37,0.33,0.41
110160,Leste Rondoniense,18.48,13.73,23.24,30.87,25.3,36.45,0.37,0.34,0.4
110170,Leste Rondoniense,28.57,22.9,34.23,37.82,32.82,42.82,0.41,0.36,0.46
110175,Leste Rondoniense,28.41,22.06,34.77,44.73,38.79,50.68,0.35,0.32,0.39
110180,Leste Rondoniense,20.86,16.14,25.59,34.95,34.8,35.09,0.38,0.35,0.41
120001,Vale do Acre,29.84,19.99,39.69,35.35,32.83,37.87,0.45,0.4,0.5
120005,Vale do Acre,48.91,38.98,58.84,58.03,50.11,65.95,0.41,0.34,0.47
120010,Vale do Acre,32.09,26.55,37.63,33.03,29.9,36.16,0.49,0.45,0.53
120013,Vale do Acre,32.53,23.79,41.28,43.75,43.66,43.84,0.43,0.38,0.47
120017,Vale do Acre,31.3,22.39,40.21,44.08,43.17,44.99,0.39,0.35,0.43
120020,Vale do Juruﬂ,46.17,41.35,50.99,54.2,53.04,55.35,0.54,0.49,0.59
120025,Vale do Acre,28.34,16.86,39.82,32.39,28.24,36.54,0.44,0.39,0.48
120030,Vale do Juruﬂ,54.09,46.81,61.37,65.07,61.08,69.06,0.55,0.5,0.6
120032,Vale do Juruﬂ,64.65,51.79,77.51,77.42,76.2,78.64,0.4,0.34,0.45
120033,Vale do Juruﬂ,47.13,38.51,55.75,54.29,52.58,56.01,0.46,0.41,0.52
120034,Vale do Acre,77.69,67.52,87.86,88.28,81.99,94.56,0.42,0.38,0.47
120035,Vale do Juruﬂ,59.42,46.57,72.27,73.57,61.87,85.28,0.42,0.36,0.47
120038,Vale do Acre,43.64,37.88,49.39,54.58,50.03,59.14,0.44,0.4,0.48
120039,Vale do Juruﬂ,53.52,41.3,65.73,70.3,62.03,78.57,0.4,0.35,0.45
120040,Vale do Acre,37.21,33.93,40.48,39.39,37.66,41.11,0.52,0.49,0.55
120042,Vale do Juruﬂ,68.51,57.63,79.38,82.18,75.2,89.16,0.42,0.37,0.48
120043,Vale do Acre,70.04,56.24,83.85,82.13,73.82,90.44,0.4,0.32,0.48
120045,Vale do Acre,33.69,27.5,39.87,42.15,37.24,47.05,0.46,0.42,0.5
120050,Vale do Acre,50.85,43.71,57.99,59.33,50.18,68.48,0.51,0.46,0.55
120060,Vale do Juruﬂ,61.49,54.58,68.4,70.66,70.37,70.94,0.54,0.49,0.6
120070,Vale do Acre,45.38,37.75,53.01,51.3,42.6,60,0.46,0.42,0.49
120080,Vale do Acre,19.14,10.37,27.92,26.08,22.8,29.36,0.41,0.38,0.45
130002,Centro Amazonense,47.95,38.23,57.67,65.29,65.27,65.3,0.4,0.35,0.45
130006,Sudoeste Amazonense,61.72,53.41,70.04,76.64,69.68,83.59,0.39,0.34,0.44
130008,Centro Amazonense,45.66,36.04,55.29,58.06,54.06,62.05,0.41,0.36,0.45
130010,Centro Amazonense,55.9,47.96,63.83,66.8,60.15,73.45,0.43,0.39,0.47
130014,Sul Amazonense,34.7,20.36,49.03,43,42.62,43.39,0.46,0.41,0.51
130020,Sudoeste Amazonense,65.26,55.61,74.91,80.06,73.15,86.98,0.37,0.33,0.41
130030,Centro Amazonense,56.8,50.5,63.1,65.59,53.48,77.71,0.46,0.41,0.51
130040,Norte Amazonense,42.87,33.5,52.24,55.98,49.18,62.77,0.45,0.35,0.55
130050,Centro Amazonense,53.37,46.27,60.46,67.87,65.48,70.26,0.41,0.36,0.45
130060,Sudoeste Amazonense,63.92,57.19,70.65,71.48,58.7,84.26,0.45,0.4,0.5
130063,Centro Amazonense,60.02,52.82,67.23,72.04,67.22,76.85,0.44,0.39,0.49
130068,Centro Amazonense,51.3,43.73,58.86,58.43,52.86,64,0.38,0.34,0.42
130070,Sul Amazonense,40.36,34.11,46.62,47.57,44.75,50.4,0.39,0.36,0.43
130080,Sul Amazonense,60.84,52.16,69.53,75.52,72.94,78.09,0.44,0.38,0.5
130083,Centro Amazonense,40.98,30.54,51.42,58.48,50.71,66.25,0.33,0.3,0.37
130090,Sul Amazonense,62.27,52.93,71.62,72.89,60.57,85.21,0.43,0.38,0.47
130100,Sudoeste Amazonense,70.1,61.93,78.26,77.9,77.08,78.72,0.44,0.39,0.49
130110,Centro Amazonense,44.09,35.08,53.1,61.79,61.63,61.94,0.41,0.38,0.45
130115,Centro Amazonense,19.02,9.85,28.2,35.33,34.36,36.3,0.38,0.35,0.42
130120,Centro Amazonense,48.56,41.52,55.6,58.87,57.09,60.65,0.39,0.36,0.42
130130,Centro Amazonense,63.48,56.36,70.6,72.61,67.79,77.42,0.39,0.35,0.43
130140,Sudoeste Amazonense,56.69,49.64,63.75,65.34,60.33,70.34,0.43,0.38,0.48
130150,Sudoeste Amazonense,74.28,62.94,85.61,84.71,80.95,88.47,0.41,0.36,0.47
130160,Sudoeste Amazonense,50.99,41.21,60.77,70.25,61.9,78.6,0.37,0.33,0.41
130165,Sudoeste Amazonense,68.67,59.26,78.08,79.55,79.28,79.82,0.39,0.34,0.43
130170,Sul Amazonense,55.91,49.99,61.82,62.62,61.85,63.4,0.48,0.44,0.52
130180,Sudoeste Amazonense,66.86,57.75,75.97,77.54,73.66,81.41,0.38,0.34,0.43
130185,Centro Amazonense,63.52,55.33,71.71,73.9,62.31,85.48,0.48,0.44,0.53
130190,Centro Amazonense,56.78,51.99,61.57,67.5,64.55,70.46,0.45,0.42,0.47
130195,Sudoeste Amazonense,39.07,28.97,49.17,57.67,54.63,60.71,0.36,0.32,0.41
130200,Centro Amazonense,72.3,64.55,80.05,83.08,70.32,95.83,0.42,0.37,0.47
130210,Norte Amazonense,66.05,51.09,81.01,83.04,72.92,93.15,0.38,0.32,0.44
130220,Sudoeste Amazonense,52.31,43.14,61.47,65.79,64.91,66.67,0.36,0.32,0.41
130230,Sudoeste Amazonense,65.95,55.18,76.72,81.21,78.42,83.99,0.4,0.34,0.46
130240,Sul Amazonense,61.04,53.66,68.42,68.54,68.51,68.58,0.42,0.38,0.46
130250,Centro Amazonense,59.49,54.43,64.55,67.35,65.88,68.81,0.48,0.44,0.52
130255,Centro Amazonense,41.04,33.12,48.96,55.71,45.77,65.65,0.37,0.33,0.41
130260,Centro Amazonense,40.98,30.68,51.27,38.17,30.72,45.62,0.49,0.46,0.51
130270,Sul Amazonense,50.73,42.76,58.7,65.25,61.91,68.6,0.41,0.37,0.45
130280,Norte Amazonense,53.68,43.76,63.6,71.97,64.99,78.95,0.36,0.31,0.42
130290,Centro Amazonense,55.25,48.51,61.99,66.62,63.61,69.64,0.45,0.4,0.5
130300,Centro Amazonense,53.92,46.17,61.67,66.26,61.72,70.8,0.39,0.34,0.44
130310,Centro Amazonense,65.71,59.22,72.19,75.3,72.86,77.74,0.43,0.39,0.48
130320,Norte Amazonense,63.84,55.61,72.08,73.88,64.43,83.34,0.46,0.41,0.52
130330,Sul Amazonense,75.45,68.14,82.76,85.49,77.27,93.71,0.4,0.35,0.45
130340,Centro Amazonense,60.07,55.29,64.86,70.24,70.19,70.29,0.46,0.43,0.49
130350,Sul Amazonense,55.18,45.63,64.73,67.34,66.95,67.73,0.36,0.32,0.41
130353,Centro Amazonense,48.68,37.72,59.64,54.05,52.77,55.33,0.51,0.47,0.55
130356,Centro Amazonense,61.72,47.51,75.93,66.31,61.02,71.6,0.44,0.4,0.48
130360,Norte Amazonense,42.71,34.03,51.38,51.06,45.97,56.15,0.35,0.31,0.39
130370,Sudoeste Amazonense,55.3,45.96,64.63,73.27,72.62,73.92,0.38,0.34,0.43
130380,Norte Amazonense,44.4,32.15,56.64,52.25,43.63,60.88,0.45,0.39,0.52
130390,Sudoeste Amazonense,44.08,37.49,50.67,53.65,50.73,56.58,0.37,0.32,0.41
130395,Centro Amazonense,64.84,54.9,74.77,78.08,66.52,89.64,0.42,0.37,0.46
130400,Centro Amazonense,60.62,51.22,70.01,77.6,67.31,87.9,0.39,0.35,0.43
130406,Sudoeste Amazonense,57.65,51.23,64.08,60.24,56.03,64.46,0.51,0.47,0.56
130410,Sul Amazonense,68.29,60.01,76.56,80.06,77.39,82.73,0.37,0.33,0.41
130420,Centro Amazonense,61.64,56.14,67.14,71.38,69.82,72.94,0.46,0.43,0.5
130423,Sudoeste Amazonense,46.97,35.9,58.05,74.9,64.65,85.14,0.33,0.28,0.37
130426,Centro Amazonense,61.61,51.91,71.31,79.11,68.44,89.78,0.36,0.32,0.4
130430,Centro Amazonense,48.24,39.77,56.72,67.98,60.6,75.37,0.36,0.33,0.4
130440,Centro Amazonense,62.8,55.68,69.91,74.22,65.07,83.37,0.43,0.39,0.47
140002,Norte de Roraima,36.29,26.02,46.56,44.03,41.28,46.77,0.37,0.32,0.42
140005,Norte de Roraima,16.64,9.28,23.99,25.34,22.36,28.33,0.33,0.3,0.37
140010,Norte de Roraima,37.95,30.23,45.68,38.33,33.63,43.04,0.43,0.41,0.46
140015,Norte de Roraima,54.56,44.85,64.27,68.02,59.91,76.14,0.36,0.32,0.4
140017,Norte de Roraima,43.45,34.62,52.28,59.74,59.6,59.88,0.39,0.35,0.44
140020,Sul de Roraima,49.71,42.78,56.65,57.51,56.54,58.49,0.44,0.4,0.48
140023,Sul de Roraima,33.81,25.19,42.43,46.78,44.29,49.28,0.39,0.34,0.44
140028,Sul de Roraima,56.44,46.97,65.91,62.56,58.27,66.84,0.33,0.3,0.37
140030,Sul de Roraima,47.64,40.77,54.52,56.33,49.97,62.69,0.41,0.37,0.44
140040,Norte de Roraima,21.75,9.21,34.29,33.89,28.47,39.3,0.39,0.34,0.44
140045,Norte de Roraima,54.3,44.42,64.17,60.56,59.69,61.43,0.41,0.35,0.47
140047,Sul de Roraima,39.8,33.18,46.42,47.34,42.81,51.88,0.38,0.35,0.42
140050,Sul de Roraima,54.13,44.47,63.79,56.99,53.49,60.5,0.36,0.32,0.4
140060,Sul de Roraima,41.57,33.5,49.64,49.51,46.92,52.1,0.41,0.35,0.47
140070,Norte de Roraima,55.03,44.78,65.27,71.15,70.35,71.94,0.35,0.31,0.39
150010,Nordeste Paraense,51.34,45.69,57,59.81,57.43,62.19,0.4,0.38,0.43
150013,Sudeste Paraense,54.31,45.3,63.32,57.36,53.23,61.48,0.37,0.33,0.42
150020,Nordeste Paraense,40.26,33.43,47.09,59.45,56.59,62.31,0.36,0.33,0.38
150030,Marajæ,52.65,45.34,59.96,70.17,64.73,75.62,0.39,0.34,0.44
150034,Sudeste Paraense,18.56,9.15,27.96,32.97,27.15,38.8,0.37,0.32,0.43
150040,Baixo Amazonas,57.99,51.1,64.87,61.83,55.29,68.37,0.39,0.36,0.42
150050,Baixo Amazonas,43.38,38.88,47.89,52.43,52.04,52.83,0.49,0.46,0.53
150060,Sudoeste Paraense,40.66,34.69,46.63,42.48,40.39,44.58,0.4,0.38,0.42
150070,Marajæ,61.6,53.41,69.78,71.83,69.63,74.03,0.36,0.32,0.4
150080,Metropolitana de Bel⁄m,43.01,34.9,51.12,28.61,25.83,31.38,0.38,0.36,0.4
150085,Sudoeste Paraense,46.75,38.77,54.73,59.57,52.62,66.53,0.4,0.36,0.44
150090,Nordeste Paraense,54.55,48.7,60.41,66.9,65.24,68.56,0.4,0.37,0.44
150095,Nordeste Paraense,49.49,41.54,57.44,66.54,65.7,67.38,0.36,0.32,0.39
150100,Sudoeste Paraense,49.94,42.66,57.21,65.49,62.36,68.62,0.36,0.32,0.39
150110,Marajæ,69.93,62.66,77.2,79.08,75.61,82.55,0.37,0.33,0.4
150120,Nordeste Paraense,55.71,49.11,62.31,64.37,63.88,64.85,0.37,0.33,0.41
150125,Sudeste Paraense,43.87,34,53.74,58.21,51.37,65.05,0.38,0.32,0.44
150130,Metropolitana de Bel⁄m,30.78,26.06,35.5,38.04,31.76,44.32,0.41,0.37,0.45
150140,Metropolitana de Bel⁄m,40.6,34.82,46.38,27.52,25.48,29.56,0.43,0.4,0.46
150145,Baixo Amazonas,28.44,20.49,36.38,42.69,38.49,46.89,0.34,0.31,0.37
150150,Metropolitana de Bel⁄m,39,33.88,44.12,39.61,36.14,43.08,0.37,0.34,0.39
150157,Sudeste Paraense,50.31,42.95,57.67,58.78,49.88,67.67,0.4,0.37,0.44
150160,Nordeste Paraense,46.34,38.41,54.28,67.25,59.7,74.8,0.33,0.31,0.36
150170,Nordeste Paraense,47.81,42.62,53,53.02,52.67,53.36,0.38,0.36,0.41
150172,Sudoeste Paraense,33.69,26.57,40.81,46.72,42.4,51.03,0.35,0.31,0.39
150175,Sudeste Paraense,51.65,43.89,59.4,56.67,53.49,59.85,0.38,0.35,0.42
150178,Sudeste Paraense,40.86,34.63,47.08,49.48,49.45,49.51,0.38,0.36,0.41
150180,Marajæ,60.9,55.87,65.93,68.75,66.98,70.52,0.4,0.38,0.43
150190,Metropolitana de Bel⁄m,49.89,43.47,56.32,61.41,60.81,62.01,0.38,0.34,0.41
150195,Nordeste Paraense,49.73,42.33,57.14,67.83,57.5,78.16,0.35,0.32,0.38
150200,Marajæ,44.53,35.47,53.59,52.97,50.39,55.54,0.39,0.34,0.44
150210,Nordeste Paraense,52.36,47.68,57.03,65.36,64.55,66.17,0.39,0.37,0.41
150215,Sudeste Paraense,28.47,21.62,35.32,41.36,40.13,42.59,0.36,0.33,0.39
150220,Nordeste Paraense,30.74,25.35,36.13,35.47,34.14,36.8,0.38,0.35,0.4
150230,Nordeste Paraense,49.3,43.79,54.82,62.48,56.7,68.27,0.39,0.36,0.42
150240,Metropolitana de Bel⁄m,30.81,24.83,36.79,34.77,31.78,37.76,0.39,0.37,0.41
150250,Marajæ,31.05,21.18,40.93,49.4,45.04,53.77,0.34,0.31,0.37
150260,Nordeste Paraense,47.6,38.42,56.79,61.35,56.97,65.73,0.33,0.31,0.36
150270,Sudeste Paraense,46.63,40.06,53.2,52.27,44.93,59.6,0.43,0.39,0.46
150275,Nordeste Paraense,45.99,38.99,52.99,58.16,57.3,59.01,0.38,0.35,0.41
150276,Sudeste Paraense,31.57,21.93,41.2,45.56,43.65,47.48,0.34,0.3,0.39
150277,Sudeste Paraense,47.99,41.36,54.63,56.87,54.79,58.95,0.39,0.36,0.42
150280,Marajæ,62.03,54.29,69.77,75.34,70.19,80.48,0.39,0.34,0.43
150285,Baixo Amazonas,52.14,42.42,61.87,64.47,58.37,70.57,0.34,0.3,0.38
150290,Nordeste Paraense,26.83,19.22,34.44,36.45,28.98,43.93,0.38,0.34,0.42
150293,Sudeste Paraense,43.99,37.96,50.03,50.16,47.61,52.7,0.38,0.35,0.4
150295,Sudeste Paraense,53.56,47.25,59.87,60.46,55.35,65.56,0.4,0.37,0.43
150300,Baixo Amazonas,46.07,38.41,53.72,52.84,49,56.69,0.39,0.35,0.42
150304,Sudeste Paraense,46.65,39.31,53.99,57.43,57.01,57.85,0.37,0.34,0.4
150307,Nordeste Paraense,55.81,47.39,64.23,71.38,66.84,75.92,0.36,0.32,0.39
150309,Sudeste Paraense,46.16,39.2,53.12,55.05,54.56,55.54,0.38,0.35,0.41
150310,Marajæ,62.59,56.34,68.84,75.67,68.34,83,0.38,0.35,0.42
150320,Nordeste Paraense,43.67,38.16,49.18,47.64,45.74,49.54,0.36,0.33,0.39
150330,Nordeste Paraense,53.84,48.37,59.31,64.69,62.85,66.52,0.38,0.35,0.4
150340,Metropolitana de Bel⁄m,42.15,34.18,50.12,58.32,54.35,62.28,0.34,0.31,0.38
150345,Nordeste Paraense,31.49,23.93,39.05,47.38,40.92,53.85,0.37,0.33,0.4
150350,Nordeste Paraense,64.57,53.49,75.65,77.44,72.91,81.97,0.37,0.34,0.4
150360,Sudoeste Paraense,39.34,34.25,44.43,42.66,40.59,44.72,0.41,0.38,0.43
150370,Sudeste Paraense,45.43,39.28,51.58,59.23,56.23,62.23,0.37,0.35,0.4
150375,Sudoeste Paraense,33.15,24.26,42.04,47.62,44.19,51.05,0.34,0.3,0.38
150380,Sudeste Paraense,40.7,34.15,47.25,39.92,38.92,40.92,0.38,0.36,0.41
150390,Baixo Amazonas,60,52.43,67.56,72.14,68.03,76.24,0.39,0.35,0.44
150400,Nordeste Paraense,45.35,36.74,53.96,65.18,58.97,71.39,0.34,0.3,0.38
150405,Nordeste Paraense,44.19,37.85,50.54,46.34,41.75,50.92,0.38,0.35,0.41
150410,Nordeste Paraense,39.97,33.04,46.9,46.54,46,47.08,0.35,0.32,0.39
150420,Sudeste Paraense,42.73,36.99,48.48,46.5,44.5,48.49,0.41,0.39,0.43
150430,Nordeste Paraense,43.45,37.58,49.31,53.58,50.26,56.9,0.38,0.34,0.41
150440,Nordeste Paraense,34.72,28.36,41.08,46.69,44.18,49.21,0.35,0.32,0.38
150442,Metropolitana de Bel⁄m,41.37,33.52,49.22,29.94,26.82,33.05,0.36,0.34,0.38
150445,Sudoeste Paraense,41.19,34.34,48.03,53.9,53.11,54.7,0.37,0.34,0.41
150450,Marajæ,48.59,39.43,57.74,69.28,58.48,80.08,0.33,0.3,0.37
150460,Nordeste Paraense,63.33,55.87,70.79,61.76,52.7,70.81,0.42,0.38,0.46
150470,Nordeste Paraense,43.94,38.47,49.42,54.78,53.22,56.34,0.37,0.34,0.39
150480,Baixo Amazonas,43.78,37.22,50.33,54.42,49.53,59.3,0.39,0.36,0.42
150490,Marajæ,39.2,33.24,45.16,51.76,44.28,59.24,0.37,0.34,0.4
150495,Nordeste Paraense,52.02,43.61,60.43,69.06,68.15,69.97,0.34,0.31,0.37
150497,Sudeste Paraense,41.61,34.58,48.63,49.92,48.95,50.9,0.42,0.37,0.46
150500,Nordeste Paraense,36.81,28.75,44.87,51.12,46.43,55.8,0.35,0.31,0.39
150503,Sudoeste Paraense,20.01,13.33,26.7,24.81,21.96,27.66,0.34,0.3,0.38
150506,Sudeste Paraense,38.12,31.64,44.59,46.72,44.22,49.22,0.4,0.37,0.43
150510,Baixo Amazonas,53.97,48,59.94,62.46,59.7,65.23,0.38,0.36,0.41
150520,Nordeste Paraense,63.31,55.46,71.15,74.72,66.75,82.7,0.35,0.32,0.38
150530,Baixo Amazonas,43.1,37.08,49.12,51.61,49.57,53.65,0.4,0.37,0.43
150540,Nordeste Paraense,38.04,31.7,44.38,52.4,52,52.81,0.36,0.33,0.39
150543,Sudeste Paraense,34,27.55,40.46,40.86,38.99,42.74,0.38,0.35,0.42
150548,Sudoeste Paraense,40.22,31.41,49.02,54.49,52.23,56.74,0.4,0.36,0.45
150549,Sudeste Paraense,45.83,38.3,53.36,52.5,50.22,54.78,0.37,0.34,0.41
150550,Sudeste Paraense,39.1,33.7,44.51,44.47,42.14,46.8,0.41,0.39,0.44
150553,Sudeste Paraense,42.03,34.89,49.17,43.17,42.79,43.55,0.39,0.36,0.42
150555,Sudeste Paraense,58.22,48.97,67.47,68.37,61.05,75.69,0.4,0.34,0.45
150560,Nordeste Paraense,37.7,31.49,43.9,49.14,48.31,49.96,0.36,0.33,0.39
150563,Sudeste Paraense,27.85,21.4,34.3,39.82,39.58,40.07,0.37,0.34,0.4
150565,Baixo Amazonas,49.59,39.59,59.58,62.34,59.27,65.41,0.34,0.31,0.37
150570,Marajæ,40.64,33.72,47.56,48.46,47.03,49.89,0.36,0.32,0.4
150580,Marajæ,78.01,70.89,85.14,84,80.73,87.27,0.4,0.37,0.44
150590,Baixo Amazonas,55.17,48.53,61.8,63.83,56.05,71.62,0.38,0.34,0.41
150600,Baixo Amazonas,43.66,36.97,50.36,60.61,55.52,65.7,0.35,0.32,0.38
150610,Nordeste Paraense,49.08,40.95,57.2,54.07,48.21,59.92,0.36,0.32,0.4
150611,Nordeste Paraense,45.74,38.23,53.24,51.7,48.2,55.19,0.35,0.31,0.38
150613,Sudeste Paraense,38.54,32.15,44.93,37.81,32.38,43.24,0.4,0.38,0.43
150616,Sudeste Paraense,34.4,26.89,41.92,33.35,32.99,33.71,0.35,0.32,0.39
150618,Sudeste Paraense,40.16,34.77,45.55,44.58,42.23,46.92,0.43,0.4,0.46
150619,Sudoeste Paraense,43.47,36.07,50.88,57.42,52.51,62.32,0.36,0.33,0.39
150620,Nordeste Paraense,55.64,48.37,62.91,55.62,53.47,57.76,0.37,0.35,0.39
150630,Marajæ,50.16,42.93,57.39,53.57,50.14,57,0.37,0.34,0.41
150635,Metropolitana de Bel⁄m,37.42,31.16,43.68,43.68,38.85,48.5,0.34,0.32,0.37
150640,Marajæ,27.61,15.9,39.32,37.11,27.8,46.42,0.35,0.3,0.4
150650,Metropolitana de Bel⁄m,38.33,32.79,43.87,46.1,44.95,47.25,0.38,0.35,0.4
150655,Nordeste Paraense,50.97,43.83,58.11,60.3,54.8,65.8,0.38,0.35,0.41
150658,Sudeste Paraense,37.16,29.08,45.24,50.11,46.15,54.08,0.36,0.33,0.39
150660,Nordeste Paraense,31.09,24.68,37.5,36.69,26.96,46.43,0.35,0.32,0.38
150670,Sudeste Paraense,37.56,31.96,43.15,47.31,44.98,49.64,0.38,0.35,0.41
150680,Baixo Amazonas,43.05,38.49,47.61,46.92,44.27,49.57,0.43,0.41,0.45
150690,Nordeste Paraense,52.33,42.19,62.47,64.47,62.6,66.34,0.33,0.29,0.36
150700,Metropolitana de Bel⁄m,26.77,21.22,32.33,36.24,32.88,39.6,0.36,0.32,0.39
150710,Nordeste Paraense,46.57,39.05,54.1,58.3,49.9,66.7,0.38,0.33,0.42
150715,Sudeste Paraense,44.15,37.15,51.14,53.53,49.69,57.37,0.4,0.36,0.43
150720,Nordeste Paraense,56.47,47.84,65.11,69.37,65.25,73.48,0.39,0.36,0.43
150730,Sudeste Paraense,36.45,29.51,43.39,46.9,41.79,52,0.42,0.38,0.46
150740,Nordeste Paraense,23.4,17.43,29.38,38.87,31.09,46.65,0.34,0.31,0.37
150745,Sudeste Paraense,39.21,33.39,45.02,49.72,44.15,55.28,0.41,0.37,0.44
150746,Nordeste Paraense,38.28,28.96,47.61,53.67,51.81,55.54,0.35,0.29,0.4
150747,Nordeste Paraense,43.42,36.78,50.06,52.27,49.49,55.05,0.36,0.33,0.4
150750,Sudeste Paraense,41.39,31.93,50.86,52.93,48.42,57.44,0.4,0.36,0.44
150760,Nordeste Paraense,40.61,34.97,46.25,44.64,43.22,46.06,0.39,0.36,0.41
150770,Marajæ,52.63,44.5,60.75,68.86,61.42,76.31,0.34,0.31,0.38
150775,Sudeste Paraense,45.85,36.21,55.48,49.7,48.81,50.6,0.38,0.31,0.44
150780,Sudoeste Paraense,57.33,49.54,65.13,64.77,63.78,65.77,0.37,0.34,0.4
150790,Marajæ,48.21,40.38,56.05,50.67,47.12,54.22,0.38,0.35,0.42
150795,Nordeste Paraense,46.51,40.14,52.88,50.54,45.28,55.79,0.38,0.36,0.41
150796,Nordeste Paraense,35.74,28.07,43.4,47.6,47.15,48.06,0.38,0.34,0.42
150797,Baixo Amazonas,54.66,48.34,60.97,58.88,57.21,60.54,0.37,0.34,0.4
150800,Nordeste Paraense,41.85,36.21,47.48,48.61,46.81,50.4,0.39,0.36,0.41
150803,Nordeste Paraense,34.61,27.36,41.86,51.76,50.91,52.6,0.35,0.32,0.38
