Var01,Var02,Var03,Var04,Var05,Var06,Var07,Var08,Var09,Var10,Var11
410260,Sudoeste Paranaense,38.81,28.93,48.69,21.83,18.49,25.18,0.41,0.38,0.44
410270,Norte Pioneiro Paranaense,36.93,24.76,49.09,19.34,15.09,23.59,0.36,0.31,0.41
410275,Sudoeste Paranaense,39.17,25.77,52.57,20.39,16.34,24.45,0.35,0.32,0.38
410280,Norte Central Paranaense,45.02,34.85,55.19,26.54,23.23,29.84,0.41,0.37,0.44
410290,Sudeste Paranaense,39.99,29.96,50.01,21.75,18.3,25.21,0.37,0.34,0.4
410300,Centro Ocidental Paranaense,34.42,24.04,44.81,18.59,15.22,21.96,0.37,0.34,0.4
410302,Sudoeste Paranaense,29.28,16.64,41.92,13.55,10.14,16.95,0.34,0.29,0.4
410304,Centro-Sul Paranaense,34.28,22.73,45.82,18.81,14.96,22.66,0.35,0.33,0.38
410305,Oeste Paranaense,40.47,30.5,50.44,22.47,18.64,26.3,0.38,0.35,0.42
410310,Metropolitana de Curitiba,34.81,24.96,44.65,15.64,12.67,18.61,0.39,0.36,0.42
410315,Sudoeste Paranaense,36.13,22.1,50.16,17.8,13.74,21.86,0.36,0.32,0.4
410320,Norte Central Paranaense,47.08,34.59,59.58,28.44,23.24,33.64,0.39,0.36,0.43
410322,Sudoeste Paranaense,31.19,21.27,41.1,16.68,13.27,20.1,0.34,0.3,0.39
410330,Norte Central Paranaense,38.02,26.93,49.12,20.08,16.36,23.8,0.38,0.35,0.4
410335,Oeste Paranaense,36.76,26.53,46.99,20.03,16.12,23.95,0.37,0.34,0.4
410337,Noroeste Paranaense,46.38,35.36,57.39,27.67,22.4,32.93,0.39,0.35,0.43
410340,Norte Central Paranaense,43.88,31.05,56.71,24.94,19.58,30.31,0.38,0.33,0.43
410345,Oeste Paranaense,38.3,27.46,49.14,21.13,17,25.26,0.39,0.36,0.41
410347,Noroeste Paranaense,41.61,32.64,50.59,23.82,20.26,27.38,0.39,0.35,0.42
410350,Norte Central Paranaense,38.07,27.15,48.99,21.18,17.31,25.05,0.38,0.35,0.4
410360,Norte Pioneiro Paranaense,40.87,28.22,53.51,22.38,18.14,26.62,0.4,0.38,0.42
410370,Norte Central Paranaense,40.91,28.09,53.73,23.06,18.89,27.22,0.4,0.38,0.42
410380,Norte Central Paranaense,33.96,23.34,44.59,17.66,14.46,20.85,0.39,0.35,0.42
410390,Centro Ocidental Paranaense,44.37,35.38,53.36,24.8,21.4,28.19,0.38,0.35,0.41
410395,Centro-Sul Paranaense,39.19,26.98,51.4,21.48,16.71,26.26,0.36,0.32,0.4
410400,Metropolitana de Curitiba,41.32,29.85,52.8,17.71,14.44,20.98,0.38,0.36,0.4
410405,Oeste Paranaense,39.44,28.83,50.05,20.72,16.77,24.66,0.35,0.31,0.39
410410,Metropolitana de Curitiba,42.34,30.29,54.39,23.65,19.23,28.06,0.36,0.32,0.4
410420,Metropolitana de Curitiba,37.54,28.28,46.8,15.39,13.37,17.42,0.4,0.38,0.41
410425,Metropolitana de Curitiba,23.38,13.38,33.38,10.19,8.03,12.34,0.37,0.35,0.4
410430,Centro Ocidental Paranaense,41.58,29.48,53.67,23.33,19.28,27.39,0.41,0.39,0.43
410440,Norte Central Paranaense,40.8,33.11,48.49,23.41,20.34,26.48,0.38,0.35,0.41
410442,Centro-Sul Paranaense,42.45,32.57,52.34,24.79,20.14,29.44,0.38,0.36,0.41
410445,Centro-Sul Paranaense,48.82,39.02,58.63,29.95,24.64,35.26,0.38,0.35,0.4
410450,Sudoeste Paranaense,32.57,24.5,40.64,16.98,14.46,19.49,0.39,0.36,0.42
410460,Oeste Paranaense,39.92,30.19,49.66,22.64,18.87,26.41,0.4,0.38,0.43
410465,Centro Oriental Paranaense,40.99,29.96,52.02,22.96,19.23,26.7,0.39,0.37,0.42
410470,Norte Pioneiro Paranaense,38.16,28.19,48.12,20.04,16.42,23.65,0.39,0.36,0.41
410480,Oeste Paranaense,41.64,29.2,54.08,23.49,19.46,27.52,0.41,0.4,0.42
410490,Centro Oriental Paranaense,40.56,31.01,50.11,23.13,19.52,26.75,0.4,0.38,0.42
410500,Oeste Paranaense,40.8,30.41,51.19,22.78,18.65,26.9,0.38,0.35,0.41
410510,Norte Central Paranaense,46.01,34.32,57.71,27.6,22.28,32.92,0.41,0.38,0.44
410520,Metropolitana de Curitiba,42.8,33.45,52.16,23.1,19.38,26.83,0.42,0.38,0.45
410530,Oeste Paranaense,37.28,26.82,47.75,20.91,17.13,24.7,0.38,0.36,0.41
410540,Sudoeste Paranaense,38.69,29.65,47.73,20.75,17.32,24.18,0.39,0.36,0.42
410550,Noroeste Paranaense,36.05,24.95,47.15,19.37,16.06,22.69,0.42,0.4,0.44
410560,Noroeste Paranaense,45.09,32.58,57.6,26.9,22.3,31.5,0.4,0.38,0.43
410570,Centro-Sul Paranaense,45.73,32.96,58.5,27.53,22.84,32.21,0.37,0.35,0.4
410580,Metropolitana de Curitiba,44.91,31.88,57.93,18.45,14.96,21.93,0.39,0.38,0.4
410590,Norte Central Paranaense,42.27,31.2,53.33,25.32,21.46,29.18,0.41,0.38,0.45
410600,Norte Pioneiro Paranaense,41.56,32.2,50.92,23.46,19.97,26.94,0.38,0.35,0.41
410610,Norte Pioneiro Paranaense,48.57,35.82,61.32,28.91,23.58,34.24,0.38,0.33,0.43
410620,Metropolitana de Curitiba,30.99,22.75,39.24,13.33,10.97,15.68,0.38,0.35,0.4
410630,Oeste Paranaense,39.83,28.53,51.13,22.67,18.83,26.51,0.39,0.36,0.42
410640,Norte Pioneiro Paranaense,38.12,26.3,49.94,21.44,17.76,25.11,0.41,0.39,0.43
410645,Centro-Sul Paranaense,38.28,24.84,51.72,20.17,16.29,24.05,0.36,0.33,0.39
410650,Sudoeste Paranaense,42.1,31.55,52.66,24.37,20.31,28.43,0.38,0.35,0.4
410655,Centro Ocidental Paranaense,34.84,23.73,45.95,17.82,14.22,21.42,0.35,0.31,0.39
410657,Sudoeste Paranaense,40.27,28.5,52.04,20.91,16.53,25.29,0.35,0.31,0.39
410660,Noroeste Paranaense,43.73,33.16,54.29,26.59,22.28,30.9,0.4,0.37,0.43
410670,Noroeste Paranaense,40.21,29.84,50.58,22.97,18.6,27.35,0.38,0.34,0.42
410680,Sudeste Paranaense,29.73,21.72,37.74,14.41,12.27,16.54,0.36,0.34,0.39
410685,Norte Central Paranaense,33.35,21.95,44.75,17.19,13.74,20.65,0.36,0.32,0.4
410690,Metropolitana de Curitiba,31.71,19.91,43.5,11.6,9.47,13.73,0.41,0.4,0.43
410700,Norte Pioneiro Paranaense,42.25,32.69,51.82,23.38,19.43,27.32,0.37,0.35,0.4
410710,Noroeste Paranaense,43.63,31.67,55.6,27.05,21.97,32.12,0.41,0.37,0.44
410712,Oeste Paranaense,51.68,38.59,64.76,29.69,23.59,35.79,0.36,0.32,0.41
410715,Oeste Paranaense,43.52,32.55,54.5,25.24,20.63,29.86,0.37,0.33,0.41
410720,Sudoeste Paranaense,38.05,28.13,47.97,21.21,17.78,24.65,0.39,0.37,0.41
410725,Noroeste Paranaense,37.78,27.16,48.41,21.04,17.22,24.86,0.39,0.36,0.42
410730,Norte Central Paranaense,41.44,29.93,52.94,23,19.02,26.99,0.39,0.36,0.42
410740,Sudoeste Paranaense,29.05,19.11,38.98,13.23,10.88,15.58,0.37,0.33,0.4
410750,Centro Ocidental Paranaense,39.4,30.09,48.7,22.38,19.21,25.55,0.41,0.38,0.43
410752,Noroeste Paranaense,31.37,18.84,43.89,15.39,11.83,18.94,0.35,0.3,0.39
410753,Oeste Paranaense,26.84,15.66,38.02,13.19,10,16.37,0.38,0.33,0.42
410754,Centro-Sul Paranaense,41.29,29.38,53.2,23.62,18.71,28.52,0.37,0.33,0.4
410755,Centro Ocidental Paranaense,40.85,30.23,51.47,25.12,20.41,29.82,0.35,0.32,0.39
410760,Norte Central Paranaense,42.73,30.8,54.65,24.11,19.97,28.24,0.4,0.37,0.43
410765,Metropolitana de Curitiba,49.73,35.65,63.81,20.23,16.66,23.8,0.37,0.35,0.39
410770,Centro Ocidental Paranaense,44.17,32.45,55.9,25.26,20.87,29.66,0.38,0.35,0.42
410773,Sudeste Paranaense,43.27,32.46,54.08,25.46,20.51,30.42,0.37,0.34,0.4
410775,Norte Pioneiro Paranaense,52.11,39.33,64.89,32.74,26.95,38.52,0.38,0.36,0.41
410780,Norte Central Paranaense,37.49,25.96,49.02,20.32,16.61,24.02,0.4,0.36,0.44
410785,Sudoeste Paranaense,32.3,20.07,44.54,16.07,12.98,19.16,0.35,0.32,0.39
410790,Norte Central Paranaense,39.25,25.97,52.54,21.59,17.51,25.67,0.39,0.35,0.43
410800,Norte Central Paranaense,50.73,37.55,63.91,30.74,25.59,35.89,0.37,0.35,0.39
410810,Norte Central Paranaense,43.73,28.52,58.95,24.6,19.28,29.92,0.38,0.33,0.44
410820,Oeste Paranaense,34.96,25.09,44.84,18.89,15.35,22.42,0.38,0.35,0.41
410830,Oeste Paranaense,42.91,30.72,55.1,25.31,20.49,30.12,0.45,0.43,0.46
410832,Noroeste Paranaense,42.96,33.37,52.54,25.25,21.58,28.92,0.38,0.35,0.41
410840,Sudoeste Paranaense,38.81,27.31,50.31,21.19,17.87,24.52,0.4,0.39,0.42
410845,Centro-Sul Paranaense,45.97,33.99,57.95,27.7,22.43,32.98,0.35,0.32,0.39
410850,Sudeste Paranaense,46.15,36.72,55.58,28.46,23.78,33.14,0.39,0.36,0.41
410855,Norte Central Paranaense,36.76,25.11,48.41,19.77,15.78,23.75,0.34,0.3,0.38
410860,Centro Ocidental Paranaense,43.81,32.21,55.41,25.07,20.74,29.41,0.41,0.39,0.44
410865,Centro-Sul Paranaense,46.92,35.01,58.83,26.63,21.79,31.47,0.37,0.34,0.4
410870,Norte Central Paranaense,39.85,31.45,48.24,22.06,19.05,25.07,0.38,0.34,0.41
410880,Oeste Paranaense,45.04,33.72,56.35,25.5,21.25,29.74,0.42,0.4,0.44
410890,Noroeste Paranaense,46.34,34.22,58.46,27.16,22.74,31.58,0.37,0.34,0.4
410895,Sudeste Paranaense,36.35,25.2,47.5,19.58,15.68,23.48,0.36,0.33,0.39
410900,Norte Pioneiro Paranaense,45.72,32.77,58.66,26.24,21.42,31.07,0.36,0.32,0.41
410910,Noroeste Paranaense,33.76,21.2,46.32,19.07,14.72,23.42,0.35,0.3,0.4
410920,Norte Central Paranaense,40.25,30,50.5,23.71,19.84,27.58,0.39,0.35,0.42
410930,Oeste Paranaense,39.24,31.08,47.4,22.4,18.97,25.82,0.4,0.36,0.43
410940,Centro-Sul Paranaense,47.67,35.64,59.71,27.64,23.05,32.24,0.39,0.38,0.41
410950,Metropolitana de Curitiba,46.47,37.01,55.94,26.61,22.78,30.45,0.36,0.34,0.39
410960,Metropolitana de Curitiba,45.73,34.11,57.34,26.48,21.77,31.2,0.4,0.37,0.43
410965,Centro-Sul Paranaense,38.99,28.08,49.91,21.31,17.09,25.53,0.37,0.34,0.4
410970,Norte Pioneiro Paranaense,45.99,36.45,55.54,26.89,23.41,30.37,0.39,0.37,0.42
410975,Oeste Paranaense,49.52,37.75,61.29,30.44,24.51,36.37,0.37,0.34,0.4
410980,Norte Central Paranaense,41.14,28.86,53.42,23.52,19.2,27.84,0.4,0.38,0.42
410990,Noroeste Paranaense,41.41,33.18,49.63,24.04,20.69,27.39,0.4,0.37,0.43
411000,Norte Central Paranaense,42.47,30.14,54.8,23.97,19.03,28.92,0.38,0.33,0.42
411005,Oeste Paranaense,42.81,29.98,55.63,24.68,19.43,29.94,0.34,0.29,0.38
411007,Centro Oriental Paranaense,46.36,36.33,56.38,27.25,22.04,32.46,0.37,0.35,0.4
411010,Sudeste Paranaense,39.27,28.98,49.56,21.33,17.48,25.18,0.37,0.35,0.4
411020,Centro-Sul Paranaense,40.19,28.86,51.53,23.11,18.74,27.48,0.37,0.34,0.39
411030,Noroeste Paranaense,48.84,34.44,63.24,29,23.34,34.66,0.37,0.32,0.41
411040,Noroeste Paranaense,34.71,23.99,45.44,18.76,15.05,22.46,0.39,0.35,0.43
411050,Sudeste Paranaense,31.46,22.12,40.79,15.75,12.6,18.9,0.36,0.34,0.39
411060,Noroeste Paranaense,39.17,30.45,47.89,21.79,18.28,25.29,0.41,0.37,0.44
411065,Oeste Paranaense,46.73,33.87,59.6,27.51,22.04,32.98,0.35,0.3,0.39
411070,Sudeste Paranaense,39.27,28.35,50.19,21.09,17.48,24.69,0.38,0.37,0.4
411080,Centro Ocidental Paranaense,45.67,37.68,53.66,26.79,22.91,30.67,0.39,0.36,0.41
411090,Norte Central Paranaense,45.23,31.75,58.71,26.93,21.76,32.09,0.39,0.35,0.43
411095,Oeste Paranaense,30.4,21.71,39.1,16.12,13.45,18.8,0.38,0.35,0.41
411100,Norte Pioneiro Paranaense,45.57,34.87,56.26,25.79,21.11,30.47,0.39,0.36,0.42
411110,Norte Central Paranaense,41.76,27.77,55.75,23.61,18.73,28.49,0.39,0.35,0.43
411120,Sudoeste Paranaense,36.33,26.97,45.69,19.58,16.1,23.06,0.38,0.35,0.4
411125,Metropolitana de Curitiba,54.63,42.02,67.23,25.85,21.4,30.3,0.37,0.34,0.39
411130,Noroeste Paranaense,46.09,33.76,58.43,27.41,21.89,32.93,0.37,0.33,0.4
411140,Sudeste Paranaense,36.19,27.86,44.52,19.39,16.28,22.51,0.37,0.35,0.4
411150,Norte Central Paranaense,40.84,30.36,51.32,23.31,19.52,27.1,0.4,0.38,0.42
411155,Noroeste Paranaense,40.49,30.68,50.31,23.07,19.42,26.72,0.37,0.34,0.4
411160,Norte Central Paranaense,37.74,24.44,51.05,20.59,16.24,24.95,0.4,0.35,0.45
411170,Norte Pioneiro Paranaense,40.29,28.24,52.35,22.21,17.27,27.14,0.37,0.32,0.41
411180,Norte Pioneiro Paranaense,40.29,28.24,52.33,23,18.69,27.31,0.41,0.39,0.43
411190,Norte Central Paranaense,39.01,27.33,50.68,21.49,17.32,25.67,0.39,0.36,0.42
411200,Centro Oriental Paranaense,44.96,32.78,57.13,26.22,22.08,30.37,0.38,0.36,0.41
411210,Norte Central Paranaense,38.64,26.2,51.08,20.73,16.83,24.63,0.4,0.37,0.42
411220,Centro Ocidental Paranaense,39.41,29.59,49.22,21.66,17.73,25.59,0.36,0.34,0.39
411230,Norte Pioneiro Paranaense,39.37,28.58,50.15,20.4,16.61,24.19,0.37,0.33,0.4
411240,Noroeste Paranaense,36.92,25.42,48.42,20.12,16.66,23.58,0.39,0.36,0.42
411250,Norte Central Paranaense,38.76,27.95,49.58,21.51,17.79,25.24,0.38,0.36,0.4
411260,Noroeste Paranaense,43.09,28.95,57.23,24.07,18.92,29.22,0.34,0.27,0.42
411270,Norte Pioneiro Paranaense,47.1,33.55,60.65,28.3,23.1,33.49,0.38,0.35,0.41
411275,Oeste Paranaense,33.74,24.89,42.6,18.11,15.26,20.96,0.39,0.37,0.42
411280,Norte Pioneiro Paranaense,37.3,26.96,47.63,19.75,16.23,23.27,0.38,0.36,0.41
411290,Norte Pioneiro Paranaense,42.25,30.41,54.1,23.73,18.89,28.58,0.37,0.33,0.41
411295,Centro Ocidental Paranaense,43.88,33.98,53.78,25.61,22.28,28.95,0.38,0.35,0.41
411300,Noroeste Paranaense,46.19,32.37,60,27.33,22.25,32.41,0.38,0.35,0.41
411310,Norte Central Paranaense,34.8,24.81,44.78,17.4,13.86,20.94,0.36,0.32,0.39
411320,Metropolitana de Curitiba,38.96,30.36,47.56,21.23,18.23,24.23,0.39,0.37,0.41
411325,Centro-Sul Paranaense,50.21,38.35,62.07,31.65,25.86,37.43,0.39,0.36,0.42
411330,Centro-Sul Paranaense,44.38,32.72,56.04,25.58,21.29,29.88,0.39,0.36,0.41
411340,Norte Pioneiro Paranaense,36.72,25.47,47.98,19.82,15.54,24.09,0.36,0.32,0.4
411342,Norte Central Paranaense,32.33,22.24,42.43,17.73,14.38,21.08,0.36,0.33,0.4
411345,Oeste Paranaense,39.63,29.04,50.22,21.84,17.7,25.98,0.35,0.32,0.38
411350,Noroeste Paranaense,42.79,30.64,54.94,24.41,19.92,28.9,0.42,0.39,0.45
411360,Norte Central Paranaense,39.33,26.85,51.81,22.66,18.18,27.13,0.4,0.36,0.44
411370,Norte Central Paranaense,36.49,24.94,48.04,19.67,16.3,23.04,0.42,0.41,0.44
411373,Centro Ocidental Paranaense,44.36,34.4,54.32,26.77,21.9,31.65,0.38,0.34,0.41
411375,Norte Central Paranaense,37.44,27.05,47.84,21.42,17.4,25.44,0.37,0.34,0.41
411380,Norte Central Paranaense,47.69,35.54,59.84,29.61,24.67,34.54,0.4,0.36,0.44
411390,Sudeste Paranaense,39.32,31.1,47.54,21.1,18.05,24.14,0.37,0.35,0.4
411400,Centro Ocidental Paranaense,37.51,27.5,47.51,20.34,16.63,24.05,0.38,0.36,0.4
411410,Norte Central Paranaense,44.88,33.02,56.75,26.75,21.79,31.7,0.4,0.37,0.43
411420,Norte Central Paranaense,42.87,29.97,55.78,23.64,19.62,27.65,0.39,0.36,0.41
411430,Metropolitana de Curitiba,30.48,22.66,38.31,12.55,10.64,14.45,0.37,0.34,0.4
411435,Sudoeste Paranaense,38.53,25.15,51.91,21.32,16.83,25.81,0.36,0.32,0.4
411440,Centro-Sul Paranaense,38.05,28.19,47.9,20.91,17.5,24.31,0.38,0.35,0.41
411450,Norte Central Paranaense,38.08,28.83,47.34,20.18,16.64,23.72,0.37,0.35,0.39
411460,Oeste Paranaense,33.5,24.36,42.63,18.09,15.45,20.74,0.39,0.38,0.41
411470,Noroeste Paranaense,38.4,29.04,47.76,21.1,17.46,24.75,0.36,0.33,0.4
411480,Norte Central Paranaense,37.57,27.2,47.95,20.43,16.73,24.13,0.41,0.38,0.43
411490,Norte Central Paranaense,39.73,29.65,49.81,21.78,18.29,25.26,0.37,0.35,0.4
411500,Noroeste Paranaense,44.85,34.35,55.36,26.42,21.28,31.57,0.38,0.35,0.42
411510,Noroeste Paranaense,53.12,40.91,65.33,32.61,27.07,38.15,0.37,0.34,0.4
411520,Norte Central Paranaense,33.85,22.42,45.27,17.65,14.47,20.82,0.42,0.41,0.44
411530,Sudoeste Paranaense,36.04,25.5,46.59,19.59,16.17,23,0.36,0.33,0.4
411535,Oeste Paranaense,28.22,21.24,35.21,14.09,11.85,16.33,0.39,0.35,0.43
411540,Sudoeste Paranaense,38.33,28.84,47.83,20.87,16.96,24.79,0.38,0.36,0.41
411545,Centro-Sul Paranaense,41.16,26.77,55.55,22.23,17.88,26.59,0.38,0.34,0.41
411550,Norte Central Paranaense,41.65,29.5,53.79,23.64,19.32,27.96,0.36,0.33,0.4
411560,Oeste Paranaense,37.29,27.72,46.85,20.99,17.87,24.11,0.39,0.37,0.41
411570,Metropolitana de Curitiba,45.8,31.98,59.61,26.5,21.78,31.23,0.41,0.38,0.43
411573,Centro-Sul Paranaense,44.81,32.44,57.19,26.97,21.89,32.05,0.39,0.35,0.43
411575,Norte Central Paranaense,50.89,37.72,64.07,30.59,25.11,36.07,0.37,0.34,0.4
411580,Oeste Paranaense,38.69,27.34,50.04,21.42,17.8,25.03,0.42,0.4,0.44
411585,Oeste Paranaense,24.97,15.48,34.46,12.14,9.53,14.75,0.35,0.31,0.38
411590,Noroeste Paranaense,46.44,33.68,59.2,29.44,23.17,35.7,0.35,0.3,0.4
411600,Norte Central Paranaense,41.5,27.32,55.69,22.7,17.55,27.85,0.34,0.29,0.39
411605,Oeste Paranaense,28.09,21.56,34.62,13.51,11.46,15.55,0.4,0.37,0.43
411610,Centro Ocidental Paranaense,46.14,36.68,55.59,28.68,24.37,33,0.38,0.36,0.41
411620,Metropolitana de Curitiba,38.7,28.18,49.23,21.78,17.81,25.75,0.4,0.37,0.43
411630,Norte Central Paranaense,42.31,29.42,55.19,24.89,20.16,29.62,0.37,0.33,0.41
411640,Norte Central Paranaense,44.1,31.7,56.51,25.93,20.57,31.29,0.38,0.33,0.42
411650,Noroeste Paranaense,37.87,23.23,52.52,21.21,15.97,26.46,0.37,0.3,0.44
411660,Norte Pioneiro Paranaense,43.04,30.73,55.35,23.9,18.85,28.95,0.35,0.31,0.39
411670,Oeste Paranaense,38.45,29.65,47.24,21.37,17.88,24.86,0.39,0.37,0.41
411680,Centro Ocidental Paranaense,37.48,29.2,45.76,20.9,17.76,24.04,0.37,0.34,0.39
411690,Norte Central Paranaense,40.02,29.4,50.65,22.8,19.05,26.54,0.4,0.37,0.42
411695,Sudoeste Paranaense,33.32,21.86,44.77,16.62,12.93,20.31,0.35,0.32,0.38
411700,Norte Pioneiro Paranaense,43.58,31.73,55.42,26.34,21.3,31.38,0.39,0.36,0.41
411705,Centro-Sul Paranaense,41.19,32.45,49.93,23.87,20.89,26.84,0.39,0.35,0.43
411710,Noroeste Paranaense,44.57,32.21,56.93,26.97,22,31.94,0.43,0.4,0.46
411720,Noroeste Paranaense,45.68,33.16,58.21,27.1,21.63,32.57,0.38,0.34,0.41
411721,Norte Pioneiro Paranaense,46.5,33.6,59.41,27.72,22.12,33.32,0.38,0.33,0.42
411722,Oeste Paranaense,27.28,20.05,34.51,13.89,11.6,16.17,0.38,0.35,0.41
411725,Sudoeste Paranaense,35.16,25.06,45.27,18.63,14.99,22.28,0.38,0.35,0.4
411727,Norte Central Paranaense,42.82,35.22,50.41,23.71,20.86,26.57,0.38,0.35,0.41
411729,Norte Central Paranaense,35.51,23.5,47.53,19.06,15.27,22.84,0.35,0.3,0.4
411730,Centro Oriental Paranaense,40.34,32.73,47.95,23.2,20.7,25.69,0.39,0.36,0.42
411740,Norte Central Paranaense,36.8,24.67,48.92,20.38,16.49,24.28,0.38,0.34,0.43
411745,Oeste Paranaense,41.55,30.48,52.62,25.03,20.37,29.7,0.35,0.32,0.39
411750,Norte Central Paranaense,48.01,34.29,61.73,29.14,24.26,34.02,0.38,0.36,0.4
411760,Centro-Sul Paranaense,50.2,37.49,62.91,29.95,24.82,35.08,0.39,0.37,0.41
411770,Centro Oriental Paranaense,34.55,25.94,43.17,18.66,15.66,21.65,0.39,0.36,0.42
411780,Centro-Sul Paranaense,46.28,35.05,57.51,26.56,21.69,31.44,0.38,0.35,0.4
411790,Oeste Paranaense,38.15,27.01,49.29,20.82,17.29,24.35,0.41,0.39,0.44
411800,Noroeste Paranaense,43.15,30.02,56.29,24.57,19.86,29.27,0.41,0.37,0.44
411810,Noroeste Paranaense,46.73,35.03,58.43,28.71,23.86,33.55,0.39,0.36,0.42
411820,Metropolitana de Curitiba,46.29,33.58,58.99,27.92,23.36,32.47,0.42,0.41,0.44
411830,Noroeste Paranaense,55.66,39.3,72.03,34.71,28.17,41.24,0.34,0.28,0.39
411840,Noroeste Paranaense,40.52,29.21,51.82,23.32,19.21,27.44,0.43,0.41,0.45
411845,Oeste Paranaense,29.44,20.06,38.82,14.64,11.55,17.74,0.37,0.33,0.41
411850,Sudoeste Paranaense,38.82,27.36,50.29,21.14,17.17,25.11,0.4,0.39,0.42
411860,Sudeste Paranaense,37.17,26.59,47.75,19.56,15.49,23.64,0.36,0.32,0.4
411870,Sudeste Paranaense,28.14,18.7,37.59,14.08,11.88,16.29,0.35,0.32,0.39
411880,Centro Ocidental Paranaense,45.23,33.45,57.01,25.63,21.44,29.82,0.4,0.37,0.42
411885,Noroeste Paranaense,36.22,25.66,46.78,19.62,15.73,23.51,0.36,0.33,0.39
411890,Noroeste Paranaense,38.41,26.76,50.07,22.08,17.84,26.33,0.4,0.37,0.43
411900,Sudoeste Paranaense,33.35,24.29,42.41,17.39,14.61,20.17,0.37,0.34,0.4
411910,Metropolitana de Curitiba,28.81,19.65,37.96,15.03,12.23,17.82,0.36,0.34,0.39
411915,Metropolitana de Curitiba,40.83,26.6,55.06,16.34,13.39,19.29,0.4,0.38,0.41
411920,Norte Pioneiro Paranaense,39.87,30.13,49.6,21.76,17.95,25.57,0.37,0.34,0.4
411925,Sudoeste Paranaense,40.8,27.29,54.31,23,18.14,27.85,0.34,0.3,0.39
411930,Centro-Sul Paranaense,47.65,38.96,56.34,28.33,24.53,32.12,0.39,0.36,0.41
411940,Centro Oriental Paranaense,38.59,27.57,49.6,20.56,16.93,24.19,0.38,0.35,0.41
411950,Metropolitana de Curitiba,35.07,25.87,44.28,15.05,12.35,17.74,0.38,0.37,0.4
411960,Centro-Sul Paranaense,41.25,32.63,49.87,23.46,19.91,27.01,0.39,0.37,0.41
411965,Norte Central Paranaense,38.02,26.11,49.92,21.24,16.65,25.84,0.36,0.31,0.41
411970,Noroeste Paranaense,42.65,31.86,53.44,25.05,20.69,29.4,0.38,0.34,0.43
411980,Sudoeste Paranaense,31.89,25.5,38.28,15.4,13.38,17.42,0.39,0.36,0.41
411990,Centro Oriental Paranaense,41.62,28.74,54.5,23.61,19.42,27.79,0.4,0.39,0.41
411995,Metropolitana de Curitiba,46.1,33.08,59.12,27.21,22.22,32.2,0.4,0.38,0.43
412000,Norte Central Paranaense,43.93,32.33,55.53,25.56,20.76,30.35,0.41,0.38,0.44
412010,Metropolitana de Curitiba,38.71,26.67,50.76,21.55,17.35,25.75,0.35,0.31,0.39
412015,Centro-Sul Paranaense,35.88,22.94,48.82,20.64,16.74,24.55,0.37,0.33,0.42
412020,Noroeste Paranaense,42.41,30.46,54.36,24.69,19.47,29.91,0.41,0.35,0.47
412030,Sudeste Paranaense,34.94,22.97,46.91,17.87,14.37,21.37,0.34,0.3,0.38
412033,Norte Central Paranaense,45.61,32.64,58.59,27.67,22.27,33.07,0.37,0.33,0.41
412035,Sudoeste Paranaense,31.69,22.04,41.33,15.35,12.63,18.07,0.38,0.35,0.42
412040,Norte Central Paranaense,44.56,31.96,57.16,26.24,21.28,31.21,0.38,0.33,0.42
412050,Norte Central Paranaense,43.38,32.46,54.3,25.02,20.91,29.12,0.4,0.37,0.42
412060,Sudeste Paranaense,37.75,29.67,45.83,20.09,17.15,23.04,0.38,0.36,0.4
412065,Centro Ocidental Paranaense,40.6,30.33,50.87,23.42,18.78,28.06,0.37,0.34,0.41
412070,Norte Pioneiro Paranaense,38.1,25.89,50.31,19.91,15.99,23.84,0.39,0.36,0.42
412080,Metropolitana de Curitiba,43.1,31.97,54.23,18.62,15.52,21.72,0.39,0.37,0.42
412085,Oeste Paranaense,23.27,14.19,32.35,11.62,9.08,14.16,0.37,0.33,0.41
412090,Centro-Sul Paranaense,47.04,34.8,59.28,27.81,22.97,32.65,0.38,0.36,0.41
412100,Noroeste Paranaense,47.4,37.64,57.17,28.79,24.31,33.28,0.39,0.36,0.42
412110,Centro Ocidental Paranaense,44.24,33.31,55.16,26.23,21.7,30.77,0.38,0.34,0.42
412120,Metropolitana de Curitiba,30.27,23.2,37.33,13.88,11.97,15.8,0.38,0.35,0.4
412125,Oeste Paranaense,46.37,34.9,57.85,28.96,23.24,34.69,0.37,0.32,0.41
412130,Norte Pioneiro Paranaense,45.67,32.99,58.34,26.41,21.23,31.6,0.38,0.34,0.41
412135,Centro Ocidental Paranaense,42.22,30.43,54.01,24.44,19.41,29.47,0.37,0.32,0.42
412140,Sudoeste Paranaense,34.51,25.74,43.29,18.13,15.11,21.14,0.4,0.37,0.44
412150,Sudeste Paranaense,39.45,28.46,50.44,21.1,17.46,24.74,0.37,0.34,0.4
412160,Sudoeste Paranaense,36.42,27.46,45.39,19.25,15.99,22.51,0.37,0.33,0.4
412170,Centro Oriental Paranaense,43.53,35.22,51.85,25.42,21.83,29.01,0.39,0.36,0.41
412175,Centro-Sul Paranaense,46.16,35.46,56.87,27.55,22.31,32.8,0.39,0.36,0.43
412180,Norte Pioneiro Paranaense,35.73,26.29,45.17,19.7,16.16,23.23,0.4,0.37,0.42
412190,Norte Pioneiro Paranaense,44.18,33.45,54.91,26.93,22.66,31.2,0.39,0.37,0.41
